model,Nb features,top feature 1,top feature 2,top feature 3,top feature 4,top feature 5,top feature 6,top feature 7,top feature 8,top feature 9,top feature 10,top feature 11,top feature 12,top feature 13,top feature 14,top feature 15,top feature 16,top feature 17,top feature 18,top feature 19,top feature 20,top feature 21,top feature 22,top feature 23,top feature 24,top feature 25,top feature 26,top feature 27,top feature 28,top feature 29,top feature 30,top feature 31,top feature 32,top feature 33,top feature 34,top feature 35,top feature 36,top feature 37,top feature 38,top feature 39,top feature 40
hdda_glmnet,15,Af+Af_longRunHighGrey,Sal+mMP7SAL,Ser+pAI1Seru,Ser+eNA78Seru,Af+Af_BVTV,Af+Af_correlation,C+C_shortRunHighGrey,clinic+RestlessSleep,Af+Af_shortRunEmph,clinic+Headache,Ser+bDNFSeru,Af+Af_BSBV,JS+3D_Sc_Sf_JS,Sal+angiogeninSAL,Sal+vEGFSAL,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_rf,5,Af+Af_TbTh,Af+Af_BSBV,clinic+RestlessSleep,clinic+LowerBackPain,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_xgbTree,5,C+C_shortRunLowGrey,Ser+bDNFSeru,JS+3D_Sc_Sf_JS,clinic+RestlessSleep,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_lda2,20,Af+Af_longRunHighGrey,clinic+MuscleSore,Ser+angiogeninSeru,Sal+vEGFSAL,Af+Af_highGreyLevelRun,C+C_inertia,C+C_longRunHighGrey,C+C_longRunEmph,Af+Af_TbTh,C+C_BVTV,Sal+angiogeninSAL,C+C_TbTh,Af+Af_runLengthNonunif,Af+Af_shortRunEmph,C+C_shortRunHighGrey,Af+Af_energy,Af+Af_lowGreyLevelRun,Af+Af_BSBV,Af+Af_TbSp,Af+Af_shortRunLowGrey,,,,,,,,,,,,,,,,,,,,
hdda_nnet,15,Ser+mMP7Seru,Sal+vEGFSAL,Af+Af_greyLevelNonunif,Af+Af_TbN,C+C_BSBV,Ser+pAI1Seru,Af+Af_BSBV,JS+3D_Sc_Sf_JS,Af+Af_BVTV,clinic+LowerBackPain,Sal+oPGSAL,Sal+tGFb1SAL,Af+Af_correlation,Ser+vEGFSeru,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_glmboost,15,Af+Af_lowGreyLevelRun,Af+Af_BSBV,C+C_shortRunEmph,clinic+MouthOpen,Sal+vECadherinSAL,Af+Af_shortRunHighGrey,C+C_highGreyLevelRun,Sal+tRANCESAL,Ser+eNA78Seru,Af+Af_highGreyLevelRun,Af+Af_longRunLowGrey,demo+Age,clinic+LowerBackPain,clinic+MuscleSore,C+C_shortRunHighGrey,,,,,,,,,,,,,,,,,,,,,,,,,
Seed 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmnet_glmnet,5,Sal+mMP7SAL,Sal+angiogeninSAL,Ser+vEGFSeru,clinic+Headache,Af+Af_BSBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmnet_rf,20,Sal+oPGSAL,C+C_BSBV,Af+Af_longRunHighGrey,Sal+tRANCESAL,clinic+MouthOpen,Af+Af_lowGreyLevelRun,C+C_correlation,Af+Af_longRunLowGrey,Af+Af_highGreyLevelRun,C+C_lowGreyLevelRun,Af+Af_shortRunLowGrey,Af+Af_TbSp,clinic+LowerBackPain,Af+Af_shortRunHighGrey,C+C_shortRunHighGrey,Af+Af_BSBV,Af+Af_BVTV,Af+Af_TbTh,C+C_highGreyLevelRun,clinic+Headache,,,,,,,,,,,,,,,,,,,,
glmnet_xgbTree,10,Ser+tIMP1Seru,JS+3D_Sc_Sf_JS,Af+Af_shortRunEmph,clinic+RestlessSleep,Af+Af_invDiffMoment,Af+Af_longRunEmph,Ser+oPGSeru,C+C_lowGreyLevelRun,Af+Af_longRunLowGrey,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmnet_lda2,5,Af+Af_TbTh,Af+Af_BVTV,Af+Af_runLengthNonunif,C+C_TbSp,Af+Af_BSBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmnet_nnet,5,Ser+vEGFSeru,Ser+pAI1Seru,Af+Af_BSBV,clinic+LowerBackPain,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmnet_glmboost,15,Ser+eNA78Seru,Af+Af_TbSp,Af+Af_longRunLowGrey,C+C_TbN,JS+3D_Sc_Sf_JS,Sal+cXCL16SAL,C+C_highGreyLevelRun,Ser+pAI1Seru,C+C_shortRunLowGrey,C+C_BSBV,Af+Af_shortRunHighGrey,clinic+Headache,Ser+cXCL16Seru,Af+Af_BSBV,C+C_energy,,,,,,,,,,,,,,,,,,,,,,,,,
svmLinear_glmnet,20,Sal+eNA78SAL,C+C_TbN,Af+Af_shortRunEmph,Af+Af_correlation,Sal+tIMP1SAL,Sal+mMP7SAL,Sal+oPGSAL,Af+Af_TbN,Af+Af_longRunHighGrey,clinic+LowerBackPain,Sal+vECadherinSAL,Af+Af_greyLevelNonunif,Sal+vEGFSAL,Sal+angiogeninSAL,Ser+eNA78Seru,C+C_shortRunHighGrey,Ser+vEGFSeru,JS+3D_Sc_Sf_JS,Af+Af_BSBV,clinic+Headache,,,,,,,,,,,,,,,,,,,,
svmLinear_rf,5,clinic+LowerBackPain,C+C_highGreyLevelRun,C+C_shortRunHighGrey,clinic+RestlessSleep,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svmLinear_xgbTree,20,clinic+LowerBackPain,Sal+vECadherinSAL,C+C_lowGreyLevelRun,Ser+vECadherinSeru,Ser+eNA78Seru,C+C_correlation,Ser+tGFb1Seru,Af+Af_longRunHighGrey,JS+3D_Sc_Sf_JS,Sal+tRANCESAL,C+C_TbN,Af+Af_shortRunLowGrey,Ser+tIMP1Seru,C+C_highGreyLevelRun,clinic+Headache,Ser+bDNFSeru,clinic+MouthOpen,Sal+tIMP1SAL,Sal+eNA78SAL,Sal+tGFb1SAL,,,,,,,,,,,,,,,,,,,,
svmLinear_lda2,20,Ser+tIMP1Seru,Sal+oPGSAL,Ser+vECadherinSeru,C+C_TbTh,Af+Af_shortRunHighGrey,C+C_highGreyLevelRun,C+C_inertia,Sal+vEGFSAL,Sal+tIMP1SAL,Af+Af_entropy,C+C_runLengthNonunif,C+C_shortRunEmph,Af+Af_inertia,C+C_invDiffMoment,Ser+bDNFSeru,C+C_longRunHighGrey,C+C_BVTV,C+C_correlation,Af+Af_longRunHighGrey,Af+Af_BSBV,,,,,,,,,,,,,,,,,,,,
svmLinear_nnet,5,Af+Af_BSBV,Sal+angiogeninSAL,clinic+LowerBackPain,Ser+vEGFSeru,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svmLinear_glmboost,20,Af+Af_shortRunLowGrey,Ser+cXCL16Seru,Ser+pAI1Seru,Ser+mMP7Seru,Af+Af_TbN,C+C_entropy,Sal+oPGSAL,Sal+cXCL16SAL,C+C_runLengthNonunif,Af+Af_longRunLowGrey,Af+Af_BVTV,C+C_shortRunHighGrey,clinic+LowerBackPain,Af+Af_TbSp,Af+Af_shortRunEmph,Sal+vECadherinSAL,C+C_correlation,Ser+angiogeninSeru,C+C_TbN,clinic+MouthOpen,,,,,,,,,,,,,,,,,,,,
rf_glmnet,10,clinic+MuscleSore,Ser+mMP7Seru,Sal+oPGSAL,Sal+angiogeninSAL,Ser+bDNFSeru,clinic+LowerBackPain,Sal+mMP7SAL,Af+Af_BSBV,Ser+vEGFSeru,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rf_rf,15,Ser+eNA78Seru,Ser+vEGFSeru,C+C_lowGreyLevelRun,Ser+pAI1Seru,Sal+oPGSAL,Ser+cXCL16Seru,C+C_highGreyLevelRun,Sal+tRANCESAL,Af+Af_longRunLowGrey,clinic+MouthOpen,JS+3D_Sc_Sf_JS,clinic+LowerBackPain,C+C_shortRunHighGrey,Af+Af_shortRunHighGrey,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,
rf_xgbTree,10,C+C_energy,demo+Age,C+C_lowGreyLevelRun,JS+3D_Sc_Sf_JS,clinic+LowerBackPain,Af+Af_runLengthNonunif,Sal+mMP7SAL,C+C_correlation,clinic+Headache,C+C_highGreyLevelRun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rf_lda2,5,C+C_TbTh,Af+Af_longRunHighGrey,Af+Af_BSBV,Af+Af_shortRunLowGrey,Af+Af_TbSp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rf_nnet,15,C+C_runLengthNonunif,clinic+MouthOpen,Af+Af_BSBV,C+C_shortRunHighGrey,C+C_BSBV,Ser+eNA78Seru,Sal+vECadherinSAL,Ser+tRANCESeru,Sal+angiogeninSAL,Ser+pAI1Seru,Af+Af_TbN,C+C_highGreyLevelRun,clinic+LowerBackPain,Sal+oPGSAL,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,
rf_glmboost,5,C+C_TbTh,Af+Af_longRunLowGrey,Ser+cXCL16Seru,clinic+LowerBackPain,Af+Af_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgbTree_glmnet,5,clinic+LowerBackPain,JS+3D_Sc_Sf_JS,Sal+oPGSAL,Sal+mMP7SAL,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgbTree_rf,5,C+C_lowGreyLevelRun,C+C_shortRunHighGrey,Af+Af_shortRunLowGrey,Af+Af_shortRunHighGrey,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgbTree_xgbTree,20,Sal+oPGSAL,C+C_energy,clinic+LowerBackPain,C+C_highGreyLevelRun,Ser+pAI1Seru,C+C_TbN,Af+Af_longRunHighGrey,Af+Af_shortRunLowGrey,Ser+oPGSeru,Sal+angiogeninSAL,Ser+angiogeninSeru,clinic+Headache,Sal+mMP7SAL,JS+3D_Sc_Sf_JS,Ser+tIMP1Seru,Af+Af_TbTh,clinic+RestlessSleep,Sal+tRANCESAL,Af+Af_TbN,Af+Af_lowGreyLevelRun,,,,,,,,,,,,,,,,,,,,
xgbTree_lda2,5,Af+Af_TbTh,Af+Af_BVTV,Af+Af_runLengthNonunif,C+C_TbSp,Af+Af_BSBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgbTree_nnet,15,Af+Af_TbN,C+C_BSBV,Af+Af_shortRunHighGrey,Ser+cXCL16Seru,Af+Af_invDiffMoment,Sal+tIMP1SAL,Af+Af_BVTV,Sal+oPGSAL,demo+Age,C+C_runLengthNonunif,Ser+oPGSeru,Sal+cXCL16SAL,C+C_TbSp,Ser+vECadherinSeru,Sal+vEGFSAL,,,,,,,,,,,,,,,,,,,,,,,,,
xgbTree_glmboost,10,C+C_TbN,Af+Af_highGreyLevelRun,Ser+cXCL16Seru,C+C_BSBV,C+C_greyLevelNonunif,Af+Af_BSBV,Af+Af_longRunLowGrey,Ser+pAI1Seru,Af+Af_lowGreyLevelRun,clinic+LowerBackPain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lda2_glmnet,10,clinic+MuscleSore,Ser+mMP7Seru,Sal+oPGSAL,Sal+angiogeninSAL,Ser+bDNFSeru,clinic+LowerBackPain,Sal+mMP7SAL,Af+Af_BSBV,Ser+vEGFSeru,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lda2_rf,5,Af+Af_BSBV,C+C_entropy,demo+Age,clinic+LowerBackPain,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lda2_xgbTree,15,Af+Af_longRunLowGrey,JS+3D_Sc_Sf_JS,Ser+angiogeninSeru,Sal+tIMP1SAL,Sal+eNA78SAL,clinic+LowerBackPain,demo+Age,Af+Af_longRunHighGrey,Ser+tGFb1Seru,Af+Af_shortRunHighGrey,C+C_entropy,clinic+Headache,Ser+mMP3Seru,Af+Af_BVTV,Af+Af_invDiffMoment,,,,,,,,,,,,,,,,,,,,,,,,,
lda2_lda2,20,Ser+bDNFSeru,Sal+vEGFSAL,C+C_entropy,C+C_highGreyLevelRun,clinic+Headache,Af+Af_longRunLowGrey,C+C_TbN,Ser+angiogeninSeru,Af+Af_shortRunHighGrey,Af+Af_BVTV,C+C_energy,Af+Af_entropy,C+C_correlation,C+C_longRunHighGrey,Ser+tIMP1Seru,C+C_BVTV,Af+Af_shortRunEmph,Af+Af_longRunEmph,C+C_TbSp,Af+Af_BSBV,,,,,,,,,,,,,,,,,,,,
lda2_nnet,5,C+C_shortRunHighGrey,Sal+oPGSAL,clinic+MuscleSore,clinic+LowerBackPain,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lda2_glmboost,15,clinic+MuscleSore,Ser+mMP7Seru,C+C_longRunHighGrey,clinic+Headache,clinic+MouthOpen,Af+Af_BSBV,Af+Af_shortRunHighGrey,C+C_shortRunLowGrey,Af+Af_shortRunEmph,Ser+pAI1Seru,C+C_TbN,Sal+oPGSAL,Af+Af_highGreyLevelRun,Af+Af_TbTh,clinic+RestlessSleep,,,,,,,,,,,,,,,,,,,,,,,,,
nnet_glmnet,5,Sal+mMP7SAL,Sal+angiogeninSAL,Ser+vEGFSeru,clinic+Headache,Af+Af_BSBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nnet_rf,20,Sal+oPGSAL,Sal+tRANCESAL,Sal+cXCL16SAL,Af+Af_shortRunEmph,Ser+angiogeninSeru,Af+Af_shortRunLowGrey,Af+Af_lowGreyLevelRun,Af+Af_longRunLowGrey,Af+Af_highGreyLevelRun,clinic+MouthOpen,Af+Af_TbSp,Af+Af_BVTV,C+C_lowGreyLevelRun,clinic+LowerBackPain,Af+Af_shortRunHighGrey,Af+Af_BSBV,Af+Af_TbTh,C+C_highGreyLevelRun,C+C_shortRunHighGrey,clinic+Headache,,,,,,,,,,,,,,,,,,,,
nnet_xgbTree,5,Sal+eNA78SAL,C+C_greyLevelNonunif,Sal+tRANCESAL,Af+Af_longRunHighGrey,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nnet_lda2,10,Af+Af_highGreyLevelRun,Af+Af_TbN,Af+Af_TbSp,Af+Af_invDiffMoment,Af+Af_BVTV,Af+Af_BSBV,C+C_BVTV,C+C_TbSp,C+C_BSBV,Af+Af_TbTh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nnet_nnet,15,Af+Af_runLengthNonunif,Af+Af_greyLevelNonunif,Af+Af_TbN,C+C_inertia,Af+Af_longRunEmph,Ser+vEGFSeru,C+C_highGreyLevelRun,Af+Af_correlation,clinic+RestlessSleep,C+C_runLengthNonunif,Ser+angiogeninSeru,clinic+LowerBackPain,Sal+mMP7SAL,Af+Af_BVTV,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,
nnet_glmboost,20,Sal+oPGSAL,Ser+tRANCESeru,Af+Af_inertia,Ser+tIMP1Seru,clinic+MouthOpen,Ser+tGFb1Seru,Af+Af_TbN,Ser+bDNFSeru,Sal+tIMP1SAL,clinic+Headache,C+C_TbN,JS+3D_Sc_Sf_JS,Ser+eNA78Seru,C+C_BVTV,C+C_longRunLowGreys,Ser+mMP7Seru,C+C_BSBV,Af+Af_lowGreyLevelRun,Af+Af_shortRunEmph,C+C_lowGreyLevelRun,,,,,,,,,,,,,,,,,,,,
glmboost_glmnet,10,Sal+vECadherinSAL,Sal+vEGFSAL,clinic+LowerBackPain,Ser+vEGFSeru,Af+Af_BSBV,Sal+oPGSAL,Sal+mMP7SAL,Sal+angiogeninSAL,C+C_highGreyLevelRun,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmboost_rf,15,C+C_lowGreyLevelRun,Af+Af_shortRunHighGrey,C+C_BSBV,Af+Af_highGreyLevelRun,clinic+Headache,JS+3D_Sc_Sf_JS,C+C_TbTh,C+C_shortRunHighGrey,Sal+tRANCESAL,Ser+cXCL16Seru,clinic+LowerBackPain,Af+Af_longRunLowGrey,clinic+RestlessSleep,clinic+MouthOpen,C+C_highGreyLevelRun,,,,,,,,,,,,,,,,,,,,,,,,,
glmboost_xgbTree,10,C+C_energy,demo+Age,C+C_lowGreyLevelRun,JS+3D_Sc_Sf_JS,clinic+LowerBackPain,Af+Af_runLengthNonunif,Sal+mMP7SAL,C+C_correlation,clinic+Headache,C+C_highGreyLevelRun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmboost_lda2,20,Af+Af_longRunHighGrey,clinic+MuscleSore,Ser+angiogeninSeru,Sal+vEGFSAL,Af+Af_highGreyLevelRun,C+C_inertia,C+C_longRunHighGrey,C+C_longRunEmph,Af+Af_TbTh,C+C_BVTV,Sal+angiogeninSAL,C+C_TbTh,Af+Af_runLengthNonunif,Af+Af_shortRunEmph,C+C_shortRunHighGrey,Af+Af_energy,Af+Af_lowGreyLevelRun,Af+Af_BSBV,Af+Af_TbSp,Af+Af_shortRunLowGrey,,,,,,,,,,,,,,,,,,,,
glmboost_nnet,20,C+C_shortRunLowGrey,clinic+MouthOpen,Ser+mMP7Seru,C+C_TbN,C+C_BSBV,Sal+mMP7SAL,Ser+eNA78Seru,C+C_highGreyLevelRun,Sal+oPGSAL,Af+Af_greyLevelNonunif,Ser+tGFb1Seru,C+C_shortRunHighGrey,Sal+tGFb1SAL,clinic+LowerBackPain,Af+Af_BSBV,Sal+angiogeninSAL,Ser+pAI1Seru,Ser+vEGFSeru,clinic+MuscleSore,clinic+Headache,,,,,,,,,,,,,,,,,,,,
glmboost_glmboost,15,Sal+tGFb1SAL,clinic+MouthOpen,C+C_shortRunHighGrey,Af+Af_lowGreyLevelRun,Af+Af_shortRunHighGrey,Sal+eNA78SAL,clinic+MuscleSore,Ser+pAI1Seru,Af+Af_TbN,JS+3D_Sc_Sf_JS,C+C_lowGreyLevelRun,C+C_longRunLowGreys,Ser+eNA78Seru,clinic+LowerBackPain,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_glmnet,10,demo+Age,clinic+RestlessSleep,Sal+mMP7SAL,clinic+MouthOpen,Sal+angiogeninSAL,clinic+LowerBackPain,Ser+mMP7Seru,Sal+oPGSAL,Sal+tGFb1SAL,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_rf,10,clinic+RestlessSleep,Af+Af_shortRunHighGrey,clinic+MouthOpen,demo+Age,Af+Af_longRunLowGrey,Ser+cXCL16Seru,clinic+MuscleSore,Sal+tRANCESAL,clinic+LowerBackPain,clinic+Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_xgbTree,5,Ser+mMP7Seru,Af+Af_invDiffMoment,Sal+eNA78SAL,clinic+LowerBackPain,C+C_entropy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_lda2,15,Sal+tGFb1SAL,Af+Af_BVTV,clinic+Headache,Ser+vEGFSeru,Af+Af_runLengthNonunif,clinic+LowerBackPain,Sal+vEGFSAL,Af+Af_correlation,Af+Af_longRunLowGrey,Af+Af_greyLevelNonunif,Af+Af_longRunHighGrey,C+C_BSBV,Af+Af_lowGreyLevelRun,Af+Af_TbSp,Af+Af_shortRunLowGrey,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_nnet,5,demo+Age,clinic+Headache,Ser+angiogeninSeru,Sal+angiogeninSAL,C+C_shortRunLowGrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdda_glmboost,10,Sal+cXCL16SAL,clinic+Headache,Af+Af_TbTh,Af+Af_energy,Af+Af_BSBV,C+C_longRunLowGreys,Af+Af_highGreyLevelRun,C+C_BVTV,Sal+oPGSAL,Sal+tRANCESAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seed 2024 corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmnet_glmnet,5,Sal+mMP7SAL,Sal+angiogeninSAL,Ser+vEGFSeru,clinic+Headache,Af+Af_BSBV
glmnet_rf,15,C+C_correlation,Af+Af_shortRunLowGrey,Af+Af_longRunLowGrey,clinic+MouthOpen,C+C_lowGreyLevelRun,Af+Af_TbSp,Af+Af_highGreyLevelRun,Af+Af_BVTV,C+C_highGreyLevelRun,Af+Af_BSBV,Af+Af_TbTh,clinic+LowerBackPain,Af+Af_shortRunHighGrey,C+C_shortRunHighGrey,clinic+Headache
glmnet_xgbTree,10,Ser+tIMP1Seru,JS+3D_Sc_Sf_JS,Af+Af_shortRunEmph,clinic+RestlessSleep,Af+Af_invDiffMoment,Af+Af_longRunEmph,Ser+oPGSeru,C+C_lowGreyLevelRun,Af+Af_longRunLowGrey,clinic+Headache
glmnet_lda2,5,Af+Af_TbTh,Af+Af_BVTV,Af+Af_runLengthNonunif,C+C_TbSp,Af+Af_BSBV
glmnet_nnet,20,Af+Af_entropy,C+C_highGreyLevelRun,Af+Af_longRunLowGrey,Ser+vECadherinSeru,clinic+MuscleSore,C+C_inertia,Af+Af_longRunHighGrey,Sal+tIMP1SAL,Sal+angiogeninSAL,Sal+tGFb1SAL,C+C_TbTh,Af+Af_greyLevelNonunif,C+C_entropy,Sal+oPGSAL,Af+Af_BVTV,clinic+RestlessSleep,Ser+vEGFSeru,demo+Age,clinic+LowerBackPain,clinic+Headache
glmnet_glmboost,20,JS+3D_Sc_Sf_JS,C+C_greyLevelNonunif,C+C_entropy,C+C_TbSp,C+C_longRunLowGreys,Af+Af_highGreyLevelRun,C+C_longRunHighGrey,clinic+MouthOpen,C+C_shortRunLowGrey,C+C_correlation,C+C_TbTh,Af+Af_TbSp,Af+Af_entropy,Sal+eNA78SAL,clinic+Headache,Sal+oPGSAL,Af+Af_longRunHighGrey,C+C_energy,Af+Af_shortRunEmph,Af+Af_longRunLowGrey
svmLinear_glmnet,20,Sal+eNA78SAL,C+C_TbN,Af+Af_shortRunEmph,Af+Af_correlation,Sal+tIMP1SAL,Sal+mMP7SAL,Sal+oPGSAL,Af+Af_TbN,Af+Af_longRunHighGrey,clinic+LowerBackPain,Sal+vECadherinSAL,Af+Af_greyLevelNonunif,Sal+vEGFSAL,Sal+angiogeninSAL,Ser+eNA78Seru,C+C_shortRunHighGrey,Ser+vEGFSeru,JS+3D_Sc_Sf_JS,Af+Af_BSBV,clinic+Headache
svmLinear_rf,5,Af+Af_BSBV,Af+Af_TbTh,C+C_shortRunHighGrey,C+C_highGreyLevelRun,clinic+Headache
svmLinear_xgbTree,20,clinic+LowerBackPain,Sal+vECadherinSAL,C+C_lowGreyLevelRun,Ser+vECadherinSeru,Ser+eNA78Seru,C+C_correlation,Ser+tGFb1Seru,Af+Af_longRunHighGrey,JS+3D_Sc_Sf_JS,Sal+tRANCESAL,C+C_TbN,Af+Af_shortRunLowGrey,Ser+tIMP1Seru,C+C_highGreyLevelRun,clinic+Headache,Ser+bDNFSeru,clinic+MouthOpen,Sal+tIMP1SAL,Sal+eNA78SAL,Sal+tGFb1SAL
svmLinear_lda2,20,Ser+tIMP1Seru,Sal+oPGSAL,Ser+vECadherinSeru,C+C_TbTh,Af+Af_shortRunHighGrey,C+C_highGreyLevelRun,C+C_inertia,Sal+vEGFSAL,Sal+tIMP1SAL,Af+Af_entropy,C+C_runLengthNonunif,C+C_shortRunEmph,Af+Af_inertia,C+C_invDiffMoment,Ser+bDNFSeru,C+C_longRunHighGrey,C+C_BVTV,C+C_correlation,Af+Af_longRunHighGrey,Af+Af_BSBV
svmLinear_nnet,15,Sal+mMP7SAL,Af+Af_BSBV,clinic+MuscleSore,Af+Af_BVTV,Sal+eNA78SAL,Sal+vECadherinSAL,clinic+MouthOpen,C+C_TbN,clinic+RestlessSleep,Sal+oPGSAL,C+C_highGreyLevelRun,JS+3D_Sc_Sf_JS,C+C_shortRunHighGrey,clinic+LowerBackPain,clinic+Headache
svmLinear_glmboost,20,C+C_entropy,Af+Af_inertia,C+C_TbTh,Af+Af_greyLevelNonunif,Ser+vEGFSeru,Af+Af_longRunHighGrey,Af+Af_energy,C+C_runLengthNonunif,C+C_correlation,Ser+bDNFSeru,Sal+angiogeninSAL,Af+Af_shortRunEmph,C+C_longRunEmph,Af+Af_TbSp,Af+Af_BSBV,Ser+angiogeninSeru,JS+3D_Sc_Sf_JS,C+C_inertia,Af+Af_longRunLowGrey,C+C_greyLevelNonunif
rf_glmnet,10,clinic+MuscleSore,Ser+mMP7Seru,Sal+oPGSAL,Sal+angiogeninSAL,Ser+bDNFSeru,clinic+LowerBackPain,Sal+mMP7SAL,Af+Af_BSBV,Ser+vEGFSeru,clinic+Headache
rf_rf,5,clinic+LowerBackPain,JS+3D_Sc_Sf_JS,Ser+vEGFSeru,Af+Af_shortRunHighGrey,clinic+Headache
rf_xgbTree,15,Af+Af_longRunHighGrey,C+C_energy,demo+Age,Sal+angiogeninSAL,Ser+eNA78Seru,C+C_lowGreyLevelRun,Ser+angiogeninSeru,Af+Af_entropy,Af+Af_shortRunHighGrey,clinic+LowerBackPain,clinic+MouthOpen,JS+3D_Sc_Sf_JS,clinic+Headache,Af+Af_TbTh,C+C_highGreyLevelRun
rf_lda2,5,C+C_TbTh,Af+Af_longRunHighGrey,Af+Af_BSBV,Af+Af_shortRunLowGrey,Af+Af_TbSp
rf_nnet,5,demo+Age,Sal+oPGSAL,Ser+mMP3Seru,clinic+LowerBackPain,clinic+Headache
rf_glmboost,10,Ser+mMP3Seru,demo+Age,C+C_entropy,C+C_greyLevelNonunif,Sal+tRANCESAL,Ser+bDNFSeru,Af+Af_BSBV,clinic+LowerBackPain,Af+Af_longRunLowGrey,C+C_shortRunHighGrey
xgbTree_glmnet,5,clinic+LowerBackPain,JS+3D_Sc_Sf_JS,Sal+oPGSAL,Sal+mMP7SAL,clinic+Headache
xgbTree_rf,5,Af+Af_TbTh,Af+Af_BSBV,clinic+LowerBackPain,C+C_highGreyLevelRun,clinic+Headache
xgbTree_xgbTree,20,Sal+oPGSAL,C+C_energy,clinic+LowerBackPain,C+C_highGreyLevelRun,Ser+pAI1Seru,C+C_TbN,Af+Af_longRunHighGrey,Af+Af_shortRunLowGrey,Ser+oPGSeru,Sal+angiogeninSAL,Ser+angiogeninSeru,clinic+Headache,Sal+mMP7SAL,JS+3D_Sc_Sf_JS,Ser+tIMP1Seru,Af+Af_TbTh,clinic+RestlessSleep,Sal+tRANCESAL,Af+Af_TbN,Af+Af_lowGreyLevelRun
xgbTree_lda2,5,Af+Af_TbTh,Af+Af_BVTV,Af+Af_runLengthNonunif,C+C_TbSp,Af+Af_BSBV
xgbTree_nnet,10,Af+Af_correlation,Sal+vECadherinSAL,Af+Af_BSBV,Af+Af_greyLevelNonunif,clinic+MuscleSore,Sal+tGFb1SAL,Ser+tGFb1Seru,clinic+LowerBackPain,Sal+angiogeninSAL,clinic+Headache
xgbTree_glmboost,5,Af+Af_shortRunEmph,Sal+oPGSAL,Af+Af_BVTV,C+C_runLengthNonunif,Af+Af_longRunLowGrey
lda2_glmnet,10,clinic+MuscleSore,Ser+mMP7Seru,Sal+oPGSAL,Sal+angiogeninSAL,Ser+bDNFSeru,clinic+LowerBackPain,Sal+mMP7SAL,Af+Af_BSBV,Ser+vEGFSeru,clinic+Headache
lda2_rf,15,clinic+MuscleSore,Af+Af_shortRunEmph,Ser+vEGFSeru,C+C_energy,Ser+oPGSeru,Sal+eNA78SAL,Af+Af_BSBV,Af+Af_shortRunHighGrey,clinic+LowerBackPain,Af+Af_longRunLowGrey,Af+Af_correlation,Af+Af_TbTh,demo+Age,clinic+Headache,Ser+mMP7Seru
